Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
4675;87055000;SPARKASSE ZWICKAU;ZWICKAU;Finanz Informatik GmbH & Co. KG (Regionalsystem FinanzIT);DSGV;hbci.finanzit.com;62.181.134.126;2.2;ja;;;;;;;;;;;https://hbci.finanzit.com/cgi/hbcipt.cgi;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
4676;87056000;KSK AUE-SCHWARZENBERG;AUE-SCHWARZENBERG;Finanz Informatik GmbH & Co. KG (Regionalsystem FinanzIT);DSGV;hbci.finanzit.com;62.181.134.126;2.2;ja;;;;;;;;;;;https://hbci.finanzit.com/cgi/hbcipt.cgi;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
4677;87057000;Kreissparkasse Annaberg;Annaberg;Finanz Informatik GmbH & Co. KG (Regionalsystem FinanzIT);DSGV;hbci.finanzit.com;62.181.134.126;2.2;ja;;;;;;;;;;;https://hbci.finanzit.com/cgi/hbcipt.cgi;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
4678;87058000;Sparkasse Vogtland;Klingenthal;Finanz Informatik GmbH & Co. KG (Regionalsystem FinanzIT);DSGV;hbci.finanzit.com;62.181.134.126;2.2;ja;;;;;;;;;;;https://hbci.finanzit.com/cgi/hbcipt.cgi;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
4679;87065893;Volksbank Erzgebirge -alt-;Aue, Sachs;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4680;87065918;Raiffeisenbank Werdau-Zwickau;Zwickau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4681;87066088;Volksbank Mittleres Erzgebirge ehem Raiffbk;Flöha;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4682;87069075;Volksbank Mittleres Erzgebirge;Olbernhau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4683;87069077;Vereinigte Raiffeisenbank Burgstädt;Burgstädt, Sachs;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4684;87070000;Deutsche Bank AG;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4685;87070000;Deutsche Bank AG;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4686;87070000;Deutsche Bank AG;Bahratal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4687;87070000;Deutsche Bank AG;Bautzen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4688;87070000;Deutsche Bank AG;Crimmitschau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4689;87070000;Deutsche Bank AG;Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4690;87070000;Deutsche Bank AG;Freiberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4691;87070000;Deutsche Bank AG;Freital;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4692;87070000;Deutsche Bank AG;Glauchau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4693;87070000;Deutsche Bank AG;Görlitz, Neiße;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4694;87070000;Deutsche Bank AG;Großenhain, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4695;87070000;Deutsche Bank AG;Hohenstein-Ernstthal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4696;87070000;Deutsche Bank AG;Hoyerswerda;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4697;87070000;Deutsche Bank AG;Kamenz;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4698;87070000;Deutsche Bank AG;Klingenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4699;87070000;Deutsche Bank AG;Limbach-Oberfrohna;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4700;87070000;Deutsche Bank AG;Marienberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4701;87070000;Deutsche Bank AG;Meißen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4702;87070000;Deutsche Bank AG;Mittweida;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4703;87070000;Deutsche Bank AG;Kurort Oberwiesenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4704;87070000;Deutsche Bank AG;Pirna;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4705;87070000;Deutsche Bank AG;Plauen, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4706;87070000;Deutsche Bank AG;Radebeul;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4707;87070000;Deutsche Bank AG;Reichenbach, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4708;87070000;Deutsche Bank AG;Riesa;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4709;87070000;Deutsche Bank AG;Schwarzenberg /Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4710;87070000;Deutsche Bank AG;Seifhennersdorf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4711;87070000;Deutsche Bank AG;Stollberg /Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4712;87070000;Deutsche Bank AG;Zittau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4713;87070000;Deutsche Bank AG;Zwickau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4714;87070000;Deutsche Bank AG;Aue, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4715;87070000;Deutsche Bank AG;Auerbach /Vogtl.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4716;87070000;Deutsche Bank AG;Burgstädt, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4717;87070000;Deutsche Bank AG;Coswig b Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4718;87070000;Deutsche Bank AG;Heidenau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4719;87070000;Deutsche Bank AG;Lichtenstein / Sa.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4720;87070000;Deutsche Bank AG;Löbau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4721;87070000;Deutsche Bank AG;Meerane;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4722;87070000;Deutsche Bank AG;Niesky;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4723;87070000;Deutsche Bank AG;Radeberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4724;87070000;Deutsche Bank AG;Schneeberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4725;87070000;Deutsche Bank AG;Werdau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4726;87070000;Deutsche Bank AG;Frankenberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4727;87070024;Deutsche Bank Privat und Geschäftskunden AG;Annaberg-Buchholz;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4728;87070024;Deutsche Bank Privat und Geschäftskunden AG;Aue, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4729;87070024;Deutsche Bank Privat und Geschäftskunden AG;Auerbach /Vogtl.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4730;87070024;Deutsche Bank Privat und Geschäftskunden AG;Bahratal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4731;87070024;Deutsche Bank Privat und Geschäftskunden AG;Bautzen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4732;87070024;Deutsche Bank Privat und Geschäftskunden AG;Burgstädt, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4733;87070024;Deutsche Bank Privat und Geschäftskunden AG;Chemnitz, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4734;87070024;Deutsche Bank Privat und Geschäftskunden AG;Coswig b Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4735;87070024;Deutsche Bank Privat und Geschäftskunden AG;Crimmitschau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4736;87070024;Deutsche Bank Privat und Geschäftskunden AG;Dresden;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4737;87070024;Deutsche Bank Privat und Geschäftskunden AG;Frankenberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4738;87070024;Deutsche Bank Privat und Geschäftskunden AG;Freiberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4739;87070024;Deutsche Bank Privat und Geschäftskunden AG;Freital;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4740;87070024;Deutsche Bank Privat und Geschäftskunden AG;Glauchau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4741;87070024;Deutsche Bank Privat und Geschäftskunden AG;Görlitz, Neiße;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4742;87070024;Deutsche Bank Privat und Geschäftskunden AG;Großenhain, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4743;87070024;Deutsche Bank Privat und Geschäftskunden AG;Heidenau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4744;87070024;Deutsche Bank Privat und Geschäftskunden AG;Hohenstein-Ernstthal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4745;87070024;Deutsche Bank Privat und Geschäftskunden AG;Hoyerswerda;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4746;87070024;Deutsche Bank Privat und Geschäftskunden AG;Kamenz;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4747;87070024;Deutsche Bank Privat und Geschäftskunden AG;Klingenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4748;87070024;Deutsche Bank Privat und Geschäftskunden AG;Kurort Oberwiesenthal;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4749;87070024;Deutsche Bank Privat und Geschäftskunden AG;Lichtenstein / Sa.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4750;87070024;Deutsche Bank Privat und Geschäftskunden AG;Limbach-Oberfrohna;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4751;87070024;Deutsche Bank Privat und Geschäftskunden AG;Löbau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4752;87070024;Deutsche Bank Privat und Geschäftskunden AG;Marienberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4753;87070024;Deutsche Bank Privat und Geschäftskunden AG;Meerane;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4754;87070024;Deutsche Bank Privat und Geschäftskunden AG;Meißen, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4755;87070024;Deutsche Bank Privat und Geschäftskunden AG;Mittweida;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4756;87070024;Deutsche Bank Privat und Geschäftskunden AG;Niesky;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4757;87070024;Deutsche Bank Privat und Geschäftskunden AG;Pirna;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4758;87070024;Deutsche Bank Privat und Geschäftskunden AG;Plauen, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4759;87070024;Deutsche Bank Privat und Geschäftskunden AG;Radeberg, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4760;87070024;Deutsche Bank Privat und Geschäftskunden AG;Radebeul;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4761;87070024;Deutsche Bank Privat und Geschäftskunden AG;Reichenbach, Vogtl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4762;87070024;Deutsche Bank Privat und Geschäftskunden AG;Riesa;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4763;87070024;Deutsche Bank Privat und Geschäftskunden AG;Schneeberg, Erzgeb;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4764;87070024;Deutsche Bank Privat und Geschäftskunden AG;Schwarzenberg /Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4765;87070024;Deutsche Bank Privat und Geschäftskunden AG;Seifhennersdorf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4766;87070024;Deutsche Bank Privat und Geschäftskunden AG;Stollberg /Erzgeb.;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4767;87070024;Deutsche Bank Privat und Geschäftskunden AG;Werdau, Sachs;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4768;87070024;Deutsche Bank Privat und Geschäftskunden AG;Zittau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4769;87070024;Deutsche Bank Privat und Geschäftskunden AG;Zwickau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
4770;87080000;Dresdner Bank;Chemnitz;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4771;87080000;Dresdner Bank;Plauen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4772;87080000;Dresdner Bank;Zschopau;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4773;87080000;Dresdner Bank;Rochlitz;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4774;87080000;Dresdner Bank;Oelsnitz;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4775;87080000;Dresdner Bank;Zwickau;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4776;87080000;Dresdner Bank;Flöha;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4777;87080000;Dresdner Bank;Aue;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4778;87080000;Dresdner Bank;Auerbach ;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4779;87080000;Dresdner Bank;Glauchau;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4780;87080000;Dresdner Bank;Limbach-Oberfrohna;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4781;87080000;Dresdner Bank;Schneeberg;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4782;87080000;Dresdner Bank;Reichenbach;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4783;87080000;Dresdner Bank;Hohenstein-Ernstthal;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
4784;87095824;Volksbank Vogtland;Plauen, Vogtl;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4785;87095934;Volksbank Zwickau;Zwickau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4786;87095974;Volksbank-Raiffeisenbank Glauchau;Glauchau;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4787;87096034;Volksbank Erzgebirge;Annaberg-Buchholz;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4788;87096074;Freiberger Bank;Freiberg, Sachs;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
4789;87096124;Volksbank Mittweida;Mittweida;FIDUCIA IT AG  ;BVR;hbci01.fiducia.de;;3.0;;ja;ja;ja;;ja;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;04.12.2006;;;;;
